0	11.1208
1	11.1208
2	11.1643
3	11.1643
4	11.1643
5	11.1643
6	11.1643
7	11.2043
8	11.3519
9	11.352
10	11.352
11	11.3697
12	11.4564
13	11.4564
14	11.543
15	11.8772
16	11.8772
17	11.8772
18	11.9543
19	11.9543
20	11.9543
21	11.9543
22	11.9543
23	11.9543
24	11.9543
25	12.0066
26	12.0066
27	12.0066
28	12.0066
29	12.0475
30	12.3366
31	12.3366
32	12.3366
33	12.3366
34	12.4062
35	12.4062
36	12.4062
37	12.4062
38	12.4296
39	12.4296
40	12.5347
41	12.6259
42	12.6259
43	12.6259
44	12.6359
45	12.6359
46	12.6359
47	12.6882
48	12.6882
49	12.6882
50	12.6882
51	12.6884
52	12.6884
53	12.6884
54	12.6884
55	12.6891
56	12.6891
57	12.7075
58	12.7075
59	12.7075
60	12.7095
61	12.7095
62	12.7095
63	12.7095
64	12.7095
65	12.7095
66	12.7095
67	12.7095
68	12.7101
69	12.7101
70	12.7222
71	12.7222
72	12.7222
73	12.732
74	12.732
75	12.732
76	12.7334
77	12.7334
78	12.7334
79	12.7334
80	12.7334
81	12.7334
82	12.7334
83	12.7334
84	12.7334
85	12.7334
86	12.7334
87	12.7334
88	12.7334
89	12.7334
90	12.7334
91	12.7334
92	12.7334
93	12.7334
94	12.7334
95	12.7339
96	12.7339
97	12.7339
98	12.7339
99	12.7339
100	12.7339
